translation_id,english_text,count,thai_text
BT0427,There is life in these old bones yet.,1,กระดูกแก่ ๆ นี้ยังมีแรงอยู่นะ
BT0428,Leave the battlefield to me.,1,สนามรบฝากข้าจัดการ
BT0429,Thank you for relying on this old maid.,1,ขอบคุณที่ยังพึ่งพาหญิงชราคนนี้
BT0430,I am grateful.,1,ข้าซาบซึ้ง
BT0431,I have lived to fight another day.,1,ข้ายังมีชีวิตสู้ต่อได้อีกวัน
BT0432,Here I come.,1,ข้ามาแล้ว
BT0433,Time to take flight!,1,ได้เวลาทะยาน!
BT0434,The hunt is on.,1,เริ่มการล่า
BT0435,This battle is ours.,2,ศึกนี้เป็นของเรา
BT0436,We mustn't let our guard down.,1,อย่าลดการระวังตัว
BT0437,I won't give in.,1,ข้าจะไม่ยอม
BT0438,It isn't over yet.,1,มันยังไม่จบ
BT0439,Cah!,1,อ้าก!
BT0440,Hrra!,1,ฮึ่ย!
BT0441,This ends now!,1,จบกันตอนนี้!
BT0442,Goodbye!,1,ลาก่อน!
BT0443,An opening!,1,มีช่องแล้ว!
BT0444,Now me!,2,ตาข้าบ้าง!
BT0445,This battle is won!,1,ศึกนี้เราชนะแล้ว!
BT0446,Victory is ours!,2,ชัยชนะเป็นของเรา!
BT0447,It didn't work?,2,ไม่ได้ผลหรือ?
BT0448,D'oh!,1,โธ่เอ๊ย!
BT0449,You!,1,เจ้านั่น!
BT0450,Back at you!,5,เอาคืนไป!
BT0451,Should have been more careful.,1,น่าจะระวังกว่านี้
BT0452,Huff!,2,ฮึบ!
BT0453,Not a chance!,1,ไม่มีทาง!
BT0454,I appreciate it.,5,ขอบใจนะ
BT0455,I needed that.,6,ข้าต้องการแบบนี้พอดี
BT0456,How gracious.,1,ช่างกรุณา
BT0457,This is wonderful.,1,ยอดเยี่ยมจริง ๆ
BT0458,Incredible!,1,น่าเหลือเชื่อ!
BT0459,Your Highness!,1,ฝ่าบาท!
BT0460,It's in your hands now.,1,ต่อจากนี้ฝากเจ้าด้วย
BT0461,Use this!,3,ใช้นี่!
BT0462,Be strong.,1,เข้มแข็งไว้
BT0463,We must press onward!,1,เราต้องเดินหน้าต่อ!
BT0464,Focus!,1,ตั้งสมาธิ!
BT0465,Take aim!,1,เล็งให้ดี!
BT0466,I won't miss.,1,ข้าจะไม่พลาด
BT0467,Try this!,4,ลองนี่ดู!
BT0468,From this range.,1,จากระยะนี้...
BT0469,Floogie!,1,ฟลูจี้!
BT0470,The battle has only begun.,1,การต่อสู้เพิ่งเริ่มเท่านั้น
BT0471,We cannot lose.,1,เราแพ้ไม่ได้
BT0472,My arrow flies true.,1,ลูกธนูของข้าไม่พลาดเป้า
BT0473,Come if you dare.,1,กล้าก็เข้ามา
BT0474,Darkness engulfs you.,1,ความมืดจะกลืนกินเจ้า
BT0475,Not another step!,1,ห้ามก้าวต่อ!
BT0476,You'll get no mercy from us.,1,อย่าหวังความเมตตาจากเรา
BT0477,"Lend me your wings, Floogie!",1,ให้ข้ายืมปีกของเจ้า ฟลูจี้!
BT0478,May fortune favor us.,1,ขอให้โชคเข้าข้างเรา
BT0479,The winds of change are blowing.,1,สายลมแห่งการเปลี่ยนแปลงกำลังพัดมา
BT0480,I will fight to my last breath.,1,ข้าจะสู้จนลมหายใจสุดท้าย
BT0481,My pride is my shield.,1,ศักดิ์ศรีคือโล่ของข้า
BT0482,At your service.,1,พร้อมรับใช้
BT0483,It is an honor to serve,1,เป็นเกียรติที่ได้รับใช้
BT0484,Effort is rewarded.,1,ความพยายามย่อมได้ผลตอบแทน
BT0485,"Come on, then.",1,เอาสิ เข้ามา
BT0486,Now it's my turn.,1,ทีนี้ตาข้าแล้ว
BT0487,"Feisty, aren't we?",1,คึกคักไม่เบาเลยนะ
BT0488,Leave everything to me.,1,ฝากทุกอย่างไว้กับข้า
BT0489,This ain't pretty.,1,สถานการณ์ไม่สวยเลย
BT0490,Better verbind this.,1,ต้องจัดการเรื่องนี้ให้ดีกว่านี้
BT0491,"I admit it, I'm on my back foot.",1,ยอมรับเลย ข้ากำลังเสียเปรียบ
BT0492,Just gotta do it.,1,ต้องลงมือแล้ว
BT0493,Didn't see that coming.,1,ไม่ทันคาดเลย
BT0494,This ain't good.,2,แบบนี้ไม่ดีแน่
BT0495,All right!,2,เอาล่ะ!
BT0496,Hey-ya!,3,เฮ้ย่า!
BT0497,Was nice knowing ya.,1,ยินดีที่ได้รู้จักกันนะ
BT0498,This might sting some.,1,อาจเจ็บนิดหน่อยนะ
BT0499,Over here!,4,ทางนี้!
BT0500,I'm cutting you off.,1,ข้าจะตัดทางเจ้า
BT0501,One more round.,1,อีกยกหนึ่ง
BT0502,"Well, that worked.",1,อืม ได้ผลแฮะ
BT0503,Saw right through ya.,1,มองแผนเจ้าออกหมดแล้ว
BT0504,What in the?,1,อะไรกันเนี่ย?
BT0505,That wasn't it.,1,ไม่ใช่แบบนี้
BT0506,"Ow, ow, ow!",1,โอ๊ย โอ๊ย โอ๊ย!
BT0507,They got me.,2,พวกมันเล่นข้าแล้ว
BT0508,Not today!,2,วันนี้ไม่ใช่วันของเจ้า!
BT0509,That worked.,1,ได้ผล
BT0510,"You're really bad at this, aren't you?",1,เจ้านี่ห่วยจริง ๆ เลยนะ
BT0511,That's how it's gonna be?,1,จะเอาแบบนี้ใช่ไหม?
BT0512,Whoa!,6,โว้ว!
BT0513,"Thank you, friend.",1,ขอบคุณนะ สหาย
BT0514,You're a lifesaver.,1,เจ้าช่วยชีวิตข้าไว้
BT0515,This feels promising.,1,ดูมีหวังนะ
BT0516,Better take advantage.,1,ต้องใช้โอกาสนี้ให้คุ้ม
BT0517,I'm going for it.,1,ข้าจะลุยแล้ว
BT0518,Damn it all.,1,บ้าเอ๊ย
BT0519,How embarrassing.,2,น่าอายจริง ๆ
BT0520,I've got a few tricks up my sleeves.,1,ข้ายังมีลูกเล่นอีกเพียบ
BT0521,This should do it.,3,แบบนี้น่าจะได้
BT0522,Stay out of my way!,1,หลีกไปจากทางข้า!
BT0523,What a pain.,1,น่ารำคาญจริง
BT0524,We're just getting started.,1,เราเพิ่งเริ่มเท่านั้น
BT0525,What are you and your cups about?,1,เจ้ากับถ้วยพวกนั้นทำอะไรกัน?
BT0526,I'm far from finished.,1,ข้ายังไม่จบแค่นี้
BT0527,All or nothing.,1,หมดหน้าตัก
BT0528,Get out of the way!,1,หลีกทางไป!
BT0529,No slacking off.,1,อย่าอู้
BT0530,Ain't over yet.,1,ยังไม่จบหรอก
BT0531,Gotta take it on the chin.,1,ต้องกัดฟันทนไว้
BT0532,"Not bad, not bad.",1,ไม่เลว ไม่เลว
BT0533,Would you look at that?,2,ดูนั่นสิ
BT0534,"I'm old, not a pushover.",1,ข้าแก่ แต่ไม่ใช่คนอ่อนแอ
BT0535,"Well, congratulations are in order.",1,ดูเหมือนต้องแสดงความยินดีแล้ว
BT0536,"Aye, leave it to me.",1,เออ ฝากข้าได้เลย
BT0537,I've still got a lot to learn.,1,ข้ายังต้องเรียนรู้อีกมาก
BT0538,This calls for a drink.,2,แบบนี้ต้องฉลองด้วยเหล้า
BT0539,So it's come to blows.,1,สุดท้ายก็ต้องลงไม้ลงมือสินะ
BT0540,I'm ready to do what I must.,1,ข้าพร้อมทำสิ่งที่ต้องทำ
BT0541,I shall lead by example.,1,ข้าจะทำให้ดูเป็นตัวอย่าง
BT0542,Am I outmatched?,1,ข้าเสียเปรียบหรือ?
BT0543,I must drive them back.,1,ข้าต้องผลักพวกมันกลับไป
BT0544,This cannot stand.,2,ปล่อยไว้แบบนี้ไม่ได้
BT0545,No.,1,ไม่
BT0546,I must treat this.,1,ข้าต้องรักษาอาการนี้
BT0547,Die with regret!,1,ตายไปพร้อมความเสียใจซะ!
BT0548,I tire of this.,1,ข้าเบื่อเรื่องนี้แล้ว
BT0549,There we go.,1,เรียบร้อย
BT0550,Impressed?,2,ประทับใจไหม?
BT0551,I should try something else.,1,ข้าควรลองวิธีอื่น
BT0552,What wasted effort.,1,เสียแรงเปล่า
BT0553,Simple.,1,ง่ายนิดเดียว
BT0554,I am blessed.,1,ข้าได้รับพร
BT0555,How soothing.,1,ช่างผ่อนคลาย
BT0556,I gain newfound strength.,1,ข้าได้รับพลังใหม่
BT0557,With this I shall be victorious.,1,ด้วยสิ่งนี้ ข้าจะคว้าชัยชนะ
BT0558,This is where my journey ends.,1,การเดินทางของข้าจบตรงนี้
BT0559,Now behold my power.,1,จงดูพลังของข้า
BT0560,This is the fruit of wisdom.,1,นี่คือผลแห่งปัญญา
BT0561,All shall be mine.,1,ทุกสิ่งจะเป็นของข้า
BT0562,"Go forth, children of the goddess.",1,จงไปเถิด บุตรแห่งเทพธิดา
BT0563,You're not but a nuisance.,1,เจ้าเป็นเพียงตัวน่ารำคาญ
BT0564,Heretics cannot be suffered to live.,1,พวกนอกรีตไม่มีสิทธิ์มีชีวิต
BT0565,I do only what I must.,1,ข้าทำเพียงสิ่งที่จำเป็น
BT0566,Whatever it takes.,2,ไม่ว่าจะต้องทำอะไร
BT0567,Count on me.,1,ไว้ใจข้าได้
BT0568,For the greater good.,1,เพื่อประโยชน์ส่วนรวม
BT0569,I'll do my utmost.,1,ข้าจะทำให้ดีที่สุด
BT0570,We may need to heal.,1,เราอาจต้องรักษาตัว
BT0571,I've been better.,1,เคยรู้สึกดีกว่านี้
BT0572,I can't give up now.,1,ข้ายอมแพ้ตอนนี้ไม่ได้
BT0573,I'll be okay.,1,ข้าจะไม่เป็นไร
BT0574,Tch!,2,ชิ!
BT0575,Come on!,5,เข้ามา!
BT0576,This may hurt!,1,นี่อาจเจ็บนะ!
BT0577,Get some bed rest!,1,ไปพักผ่อนซะ!
BT0578,Pardon me!,1,ขออภัย!
BT0579,I'll have a go.,1,ข้าจะลองดู
BT0580,That certainly worked.,1,ได้ผลจริง ๆ
BT0581,Yes! I did it!,1,ใช่! ข้าทำได้!
BT0582,Did I do that right?,1,ข้าทำถูกไหม?
BT0583,"No more of that, thank you!",1,พอเถอะ ขอบคุณ!
BT0584,You take that back!,1,ถอนคำพูดเดี๋ยวนี้!
BT0585,I was ready for that.,1,ข้าเตรียมรับไว้แล้ว
BT0586,Thought you'd try that!,1,รู้อยู่แล้วว่าเจ้าจะทำแบบนั้น!
BT0587,Yikes!,1,ว้าย!
BT0588,Thanks.,2,ขอบใจ
BT0589,Just in time.,2,ทันเวลาพอดี
BT0590,That'll keep me going.,1,แบบนี้ยังไปต่อได้
BT0591,"Ooh, very nice.",1,โอ้ ดีมาก
BT0592,This helps. Thanks.,1,นี่ช่วยได้ ขอบคุณ
BT0593,I'll keep at it.,1,ข้าจะพยายามต่อไป
BT0594,I tried.,1,ข้าพยายามแล้ว
BT0595,Would I were more help.,1,ถ้าข้าช่วยได้มากกว่านี้ก็คงดี
BT0596,This one's for me.,1,อันนี้ของข้า
BT0597,Off you go!,1,ไปซะ!
BT0598,We're counting on you!,1,เราฝากความหวังไว้กับเจ้า!
BT0599,I've no other choice.,1,ข้าไม่มีทางเลือกอื่น
BT0600,You're hurt.,1,เจ้าบาดเจ็บ
BT0601,I'm always here for those in need.,1,ข้าอยู่เคียงข้างผู้ที่ต้องการความช่วยเหลือเสมอ
BT0602,To victory!,1,สู่ชัยชนะ!
BT0603,How's this?,5,เป็นไงล่ะ?
BT0604,You let your guard down!,1,เจ้าลดการป้องกันแล้ว!
BT0605,This one knows how to fight!,1,คนนี้สู้เป็นจริง ๆ!
BT0606,I will see this through!,1,ข้าจะทำให้ถึงที่สุด!
BT0607,They leave me no choice.,1,พวกมันไม่เหลือทางเลือกให้ข้า
BT0608,Stay back!,1,ถอยไป!
BT0609,"Busy, busy.",1,ยุ่งจริง ๆ
BT0610,People need me.,1,ผู้คนต้องการข้า
BT0611,May all your wounds be healed.,1,ขอให้บาดแผลทั้งหมดของเจ้าหายดี
BT0612,Preparations complete!,1,เตรียมพร้อมเสร็จสิ้น!
BT0613,I must be flawless.,1,ข้าต้องไร้ที่ติ
BT0614,I can use this for good.,1,ข้าใช้สิ่งนี้เพื่อช่วยผู้อื่นได้
BT0615,Another tool for my kit.,1,เครื่องมือใหม่สำหรับข้า
BT0616,For the people!,1,เพื่อประชาชน!
BT0617,I'm here to help.,1,ข้ามาเพื่อช่วย
BT0618,As you wish.,1,ตามที่เจ้าต้องการ
BT0619,May we return home unharmed.,1,ขอให้เรากลับบ้านโดยปลอดภัย
BT0620,My work is far from done.,1,งานของข้ายังไม่จบ
BT0621,I hear the cries of those in need.,1,ข้าได้ยินเสียงร้องขอความช่วยเหลือ
BT0622,Shall we dance?,1,มาเต้นกันไหม?
BT0623,Now what to do?,1,ทีนี้จะทำอะไรดี?
BT0624,Let's play.,1,มาเล่นกัน
BT0625,"Choices, choices.",1,เลือกยากจริง ๆ
BT0626,How dare you!,2,เจ้ากล้าดียังไง!
BT0627,The show must go on.,1,การแสดงต้องดำเนินต่อไป
BT0628,Here goes.,2,เอาล่ะ
BT0629,Hush now.,1,เงียบก่อนนะ
BT0630,"Ah, ah, ah, ah.",1,อา อา อา อา
BT0631,HANYA!,1,ฮันยะ!
BT0632,"Ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha,",1,ฮ่า ฮ่า ฮ่า!
BT0633,It's been fun!,1,สนุกดีนะ!
BT0634,Good night!,1,ราตรีสวัสดิ์!
BT0635,Just for you.,1,สำหรับเจ้าโดยเฉพาะ
BT0636,How cute.,1,น่ารักจริง
BT0637,That must have hurt.,1,ต้องเจ็บแน่ ๆ
BT0638,You poor thing.,1,น่าสงสารจริง
BT0639,Oh my.,1,โอ้โห
BT0640,Ow!,3,โอ๊ย!
BT0641,Hey!,3,เฮ้!
BT0642,I've got you now!,1,จับเจ้าได้แล้ว!
BT0643,Whoopsies!,1,อุ๊ย!
BT0644,"Naughty, naughty.",1,ซนนะ ซนนะ
BT0645,You are so naive.,1,เจ้าช่างไร้เดียงสา
BT0646,I see right through you.,1,ข้ามองเจ้าออกหมด
BT0647,My hero.,1,วีรบุรุษของข้า
BT0648,"Yes, this will do.",3,ใช่ แบบนี้แหละ
BT0649,I'm just getting started.,1,ข้าเพิ่งเริ่มเท่านั้น
BT0650,"Oh, how lovely.",1,โอ้ ช่างงดงาม
BT0651,Sensational!,1,ยอดเยี่ยม!
BT0652,You are kind to me.,1,เจ้าดีกับข้าจริง ๆ
BT0653,It can't be.,1,เป็นไปไม่ได้
BT0654,Where did I go wrong?,2,ข้าพลาดตรงไหนกัน?
BT0655,With love.,1,ด้วยความรัก
BT0656,"Quiet, you.",1,เงียบซะ
BT0657,Light as a butterfly.,1,เบาดั่งผีเสื้อ
BT0658,Think you can catch me?,1,คิดว่าจะจับข้าได้หรือ?
BT0659,Ha ha ha ha ha ha.,1,ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า
BT0660,Dance poison!,1,พิษเริงระบำ!
BT0661,I'll punish you.,1,ข้าจะลงโทษเจ้า
BT0662,"Shocking, isn't it?",1,ตกใจใช่ไหมล่ะ?
BT0663,Delectable.,1,น่าลิ้มลอง
BT0664,Behave.,1,ทำตัวดี ๆ
BT0665,You won't know up from down.,1,เจ้าจะแยกไม่ออกว่าอะไรเป็นอะไร
BT0666,Weak into my wiles.,1,หลงกลเสน่ห์ของข้าซะ
BT0667,I've the best idea.,1,ข้ามีความคิดดีที่สุดแล้ว
BT0668,This'll come in handy.,1,นี่ต้องมีประโยชน์แน่
BT0669,Ever more lovely.,1,งดงามขึ้นไปอีก
BT0670,I've never felt better!,1,ไม่เคยรู้สึกดีขนาดนี้!
BT0671,Your wish is my command.,1,ความปรารถนาของเจ้าคือคำสั่งของข้า
BT0672,I can only get better.,1,ข้ายังพัฒนาได้อีก
BT0673,Look how far I've come.,1,ดูสิว่าข้ามาไกลแค่ไหนแล้ว
BT0674,"Ready or not, here I come!",1,พร้อมหรือไม่ ข้ามาแล้ว!
BT0675,Let the show begin!,1,เริ่มการแสดงกัน!
BT0676,I'll do my best!,1,ข้าจะทำให้ดีที่สุด!
BT0677,Where to next?,1,ต่อไปที่ไหนดี?
BT0678,Eeeh!,1,เอ๊ะ!
BT0679,Help me!,1,ช่วยข้าด้วย!
BT0680,It hurts!,2,เจ็บ!
BT0681,What should I do?,3,ข้าควรทำยังไงดี?
BT0682,Ha! Ha! Ha!,1,ฮ่า! ฮ่า! ฮ่า!
BT0683,I don't feel so good.,1,ข้ารู้สึกไม่ค่อยดี
BT0684,Bye-bye!,1,บ๊ายบาย!
BT0685,I'm up!,1,ข้าลุกแล้ว!
BT0686,"One, two, and...",1,หนึ่ง สอง แล้วก็...
BT0687,Hey! Such fun!,1,เฮ้! สนุกจัง!
BT0688,Hold your applause!,1,เก็บเสียงปรบมือไว้ก่อน!
BT0689,Did I make a mistake?,1,ข้าทำพลาดหรือ?
BT0690,Hold it!,3,หยุดก่อน!
BT0691,It's my turn!,1,ตาข้าแล้ว!
BT0692,Gotcha!,3,จับได้แล้ว!
BT0693,Phew! Thanks!,1,เฮ้อ ขอบคุณ!
BT0694,How better now?,1,ดีขึ้นไหม?
BT0695,This is amazing!,1,สุดยอดไปเลย!
BT0696,Wow!,2,ว้าว!
BT0697,I won't give up!,1,ข้าจะไม่ยอมแพ้!
BT0698,I really messed up.,1,ข้าพลาดหนักเลย
BT0699,I'm scared.,1,ข้ากลัว
BT0700,For me!,1,เพื่อข้า!
BT0701,Heep ho!,1,ฮี๊บโฮ่!
BT0702,Fly away!,1,บินไปเลย!
BT0703,Upsy-daisy!,1,ฮึบขึ้นมา!
BT0704,Have one of these!,1,รับนี่ไปอีกอัน!
BT0705,"Ready, set!",1,เตรียม... ไป!
BT0706,Whoopsie!,1,อุ๊ย!
BT0707,Ta-da!,1,แต่นแต๊น!
BT0708,I'll take that.,4,ข้าขอรับไปล่ะ
BT0709,"Hey, yeah!",1,เฮ้ เย้!
BT0710,Whatever you can do!,1,ทำได้เท่าไรก็เอาเลย!
BT0711,I learned a new check!,1,ข้าเรียนรู้กลเม็ดใหม่แล้ว!
BT0712,This is wonderful!,1,ยอดเยี่ยมจริง ๆ!
BT0713,I did it!,3,ข้าทำได้!
BT0714,I've still got mods to learn!,1,ข้ายังมีอะไรให้เรียนรู้อีกเยอะ!
BT0715,I'm on my way!,1,ข้ากำลังไป!
BT0716,I've got this!,1,ข้าจัดการได้!
BT0717,Hee hee!,1,ฮิ ฮิ!
BT0718,I live to a maze!,1,ข้าชอบทำให้ทุกคนตะลึง!
BT0719,Ready for battle!,1,พร้อมรบ!
BT0720,Make way!,1,หลีกทาง!
BT0721,Ha ha ha ha!,6,ฮ่า ฮ่า ฮ่า ฮ่า!
BT0722,Point me at him!,1,ชี้เป้าให้ข้าเลย!
BT0723,What a mess!,1,เละเทะจริง!
BT0724,Let my guard down!,1,เผลอลดการป้องกันไป!
BT0725,Now what?,1,แล้วไงต่อ?
BT0726,You won't beat me!,2,เจ้าเอาชนะข้าไม่ได้!
BT0727,Damn it! They got me!,1,บ้าเอ๊ย! พวกมันเล่นข้าแล้ว!
BT0728,Damn you!,1,เจ้าบ้า!
BT0729,PYAH!,1,พะย่ะ!
BT0730,You're done for!,3,เจ้าจบเห่แล้ว!
BT0731,I'll end you!,2,ข้าจะจัดการเจ้า!
BT0732,Not sorry!,1,ไม่เสียใจหรอก!
BT0733,There's my opening!,1,เจอช่องแล้ว!
BT0734,You're mine!,2,เจ้าเป็นของข้า!
BT0735,Bullseye!,1,เข้าเป้า!
BT0736,"That worked, huh?",1,ได้ผลสินะ?
BT0737,"Oh, what?",1,โอ๊ะ อะไรนะ?
BT0738,Damn it!,3,บ้าเอ๊ย!
BT0739,Nyao!,1,เนี๊ยว!
BT0740,"Damn, that hurt!",1,บ้าเอ๊ย เจ็บชะมัด!
BT0741,You little...,2,เจ้านี่มัน...
BT0742,I don't think so.,2,ข้าไม่คิดอย่างนั้น
BT0743,Get back here!,1,กลับมานี่!
BT0744,Gotta turn the tide!,1,ต้องพลิกสถานการณ์!
BT0745,And something in return.,1,แล้วก็ต้องมีของตอบแทน
BT0746,"Eesh, too close!",1,อึ๋ย เกือบไป!
BT0747,Thank you kindly.,1,ขอบคุณมาก
BT0748,That feels good.,1,รู้สึกดีจัง
BT0749,Never felt better.,1,ไม่เคยรู้สึกดีขนาดนี้
BT0750,"Right then, what's next?",1,เอาล่ะ ต่อไปอะไรดี?
BT0751,Ready to go!,1,พร้อมลุย!
BT0752,Gotta pull my weight!,1,ต้องทำหน้าที่ของข้าให้ได้!
BT0753,"Sorry, Pa!",1,ขอโทษนะ พ่อ!
BT0754,This is the ticket.,1,นี่แหละใช่เลย
BT0755,Here goes nothing!,1,เอาล่ะ ลุย!
BT0756,Perfect opportunity!,1,โอกาสเหมาะสุด ๆ!
BT0757,I never miss.,1,ข้าไม่เคยพลาด
BT0758,Eyes on me now!,1,มองข้าไว้!
BT0759,"Once a thief, always a thief.",1,เป็นโจรก็เป็นโจรตลอดไป
BT0760,Down you go!,1,ลงไปซะ!
BT0761,Farewell!,3,ลาก่อน!
BT0762,I don't play around.,1,ข้าเอาจริงนะ
BT0763,Got my prey cornered!,1,ต้อนเหยื่อจนมุมแล้ว!
BT0764,Get gone!,1,ไปให้พ้น!
BT0765,What's next?,1,ต่อไปอะไร?
BT0766,"All right, enough!",1,เอาล่ะ พอที!
BT0767,Let's make trouble!,1,มาสร้างเรื่องกัน!
BT0768,My time to shine!,1,ถึงเวลาข้าเฉิดฉาย!
BT0769,I'm a genius!,1,ข้านี่อัจฉริยะ!
BT0770,Ha ha ha ha ha ha!,1,ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!
BT0771,Ain't nothin' I can't do!,1,ไม่มีอะไรที่ข้าทำไม่ได้!
BT0772,I'm better than ever!,1,ข้าดีกว่าเดิมอีก!
BT0773,Time for a bruisin'.,1,ได้เวลาซัดกันแล้ว
BT0774,I've been waiting for this.,1,ข้ารอจังหวะนี้อยู่
BT0775,I ain't in the business of disappointin'.,1,ข้าไม่เคยทำให้ใครผิดหวังหรอก
BT0776,Reckon I'm better than Pa now.,1,สงสัยข้าจะเก่งกว่าพ่อแล้ว
BT0777,I shall do what I can.,1,ข้าจะทำเท่าที่ทำได้
BT0778,Cool heads shall prevail.,1,ใจเย็นไว้แล้วเราจะชนะ
BT0779,Shall we begin?,2,เริ่มกันเลยไหม?
BT0780,Let me heal your wounds.,1,ให้ข้ารักษาบาดแผลของเจ้า
BT0781,We've been weakened.,1,พวกเราอ่อนกำลังลง
BT0782,They're good.,1,พวกมันเก่ง
BT0783,We mustn't lose heart.,1,อย่าเสียขวัญ
BT0784,Oof.,2,อุ้ก
BT0785,I don't feel well.,1,ข้ารู้สึกไม่ดี
BT0786,Very well!,1,ได้เลย!
BT0787,You misjudged me!,1,เจ้าประเมินข้าผิด!
BT0788,Be gone with you!,1,ไปให้พ้น!
BT0789,Your luck has run out!,1,โชคของเจ้าหมดแล้ว!
BT0790,This is good!,1,นี่ดีมาก!
BT0791,You've made a grave mistake.,1,เจ้าทำพลาดครั้งใหญ่แล้ว
BT0792,That hit the mark!,1,เข้าเป้าเต็ม ๆ!
BT0793,We've breached their defense!,1,เราเจาะแนวป้องกันของพวกมันแล้ว!
BT0794,Back to the drawing board.,1,ต้องกลับไปวางแผนใหม่
BT0795,I... What?,1,ข้า... อะไรนะ?
BT0796,"Oh, no!",1,โอ้ ไม่นะ!
BT0797,I... No!,1,ข้า... ไม่!
BT0798,How?,3,ได้ยังไง?
BT0799,Reap what you sow!,1,รับผลจากสิ่งที่เจ้าทำไว้ซะ!
BT0800,Foolish!,1,โง่เขลา!
BT0801,Just as I thought.,1,เป็นอย่างที่คิด
BT0802,Aha!,4,อ้าฮ่า!
BT0803,Ho ho!,2,โฮ่ โฮ่!
BT0804,Almost.,1,เกือบแล้ว
BT0805,A thousand thanks.,1,ขอบคุณเป็นพันครั้ง
BT0806,I owe you my life.,1,ข้าติดหนี้ชีวิตเจ้า
BT0807,Ooh.,1,โอ้
BT0808,Well done!,2,ทำได้ดี!
BT0809,The truth eludes me.,1,ความจริงยังหลบซ่อนจากข้า
BT0810,Frederica... I'm sorry.,1,เฟรเดริกา... ขอโทษนะ
BT0811,Perhaps you'll enjoy this.,1,บางทีเจ้าอาจชอบนี่
BT0812,I have more if you require.,1,ถ้าต้องการ ข้ายังมีอีก
BT0813,I must help myself.,1,ข้าต้องช่วยตัวเองก่อน
BT0814,Your wounds are healed.,1,บาดแผลของเจ้าหายแล้ว
BT0815,Are you hurt?,1,เจ้าบาดเจ็บหรือ?
BT0816,Be at ease.,1,สบายใจได้
BT0817,I'm behind you.,1,ข้าอยู่ข้างหลังเจ้า
BT0818,I do what I can.,1,ข้าทำเท่าที่ทำได้
BT0819,Make the most of this.,1,ใช้โอกาสนี้ให้คุ้ม
BT0820,Here.,2,นี่
BT0821,This is what I do.,1,นี่คืองานของข้า
BT0822,Victory is inevitable.,1,ชัยชนะหลีกเลี่ยงไม่ได้
BT0823,For one and all.,1,เพื่อทุกคน
BT0824,All better.,1,หายดีแล้ว
BT0825,Keep going.,1,ไปต่อ
BT0826,Go swiftly.,1,รีบไป
BT0827,Victory goes to the quick.,1,คนไวเท่านั้นที่ได้ชัยชนะ
BT0828,Keep going!,1,ไปต่อ!
BT0829,Start the fight anew.,1,เริ่มการต่อสู้อีกครั้ง
BT0830,Tis but a trifle.,1,ก็แค่เรื่องเล็กน้อย
BT0831,The fight goes on.,1,การต่อสู้ยังดำเนินต่อ
BT0832,Calm your nerves.,1,ใจเย็นไว้
BT0833,"Fear not, for I am by your side.",1,ไม่ต้องกลัว ข้าอยู่ข้างเจ้า
BT0834,Knowledge is strength.,1,ความรู้คือพลัง
BT0835,"With clear eyes, I move forward.",1,เมื่อมองเห็นชัด ข้าก็เดินหน้าต่อได้
BT0836,My growth is plain to see.,1,เห็นได้ชัดว่าข้าเติบโตขึ้น
BT0837,One step closer to our hope.,1,ใกล้ความหวังของเราอีกก้าว
BT0838,But of course.,1,แน่นอนอยู่แล้ว
BT0839,"If I meet your approval,",1,ถ้าข้าถูกใจเจ้า...
BT0840,Might I be of service?,1,มีอะไรให้ข้ารับใช้ไหม?
BT0841,To think I've come this far.,1,ไม่น่าเชื่อว่าข้ามาไกลถึงเพียงนี้
BT0842,Looks like I'm up.,1,ดูเหมือนถึงตาข้าแล้ว
BT0843,No need to panic.,1,ไม่ต้องตื่นตระหนก
BT0844,We still have this.,1,เรายังมีทาง
